Game,like,date,comment,good
GTA5,0,2018-05-13,무고밴먹이고 맥크로만 먹이는 병 신 락스타새끼들무고밴을 먹어도 고객지원에 넣어보면 매크로답변만옵니다 그냥 이겜하지마세요이겜 영정먹고 아쉬워서 세일기간에 부계정에 다시샀는데 일만에 밴먹었습니다 현자타임오고 난리난 이되기싫다면 구메를 하지마세요,4
GTA5,1,2017-04-27,갓겜 ,3
GTA5,1,2015-04-20,추천천 추추천 추천천 추추천 하는 게임,4
GTA5,1,2020-12-27,코충이 좆망겜,3
GTA5,0,2018-02-25,무고밴이 판치는게임,5
GTA5,1,2015-04-22,더이상 설명할 필요가 없다 ,3
GTA5,0,2015-04-15,서버 운영 좆망겜,3
GTA5,1,2019-01-31,추천할만한 게임이나 핵이 차고넘침,11
GTA5,1,2015-10-02,예약구매한값 절대 아깝지 않습니다키야 ,3
GTA5,1,2023-03-04,GTA 는 인생게임 ,7
GTA5,1,2015-05-23,조금 해봤는데 할만하네요,5
GTA5,1,2018-11-09,좆같은게임 서버관리 좆도안함,6
GTA5,1,2020-08-04,짱깨들에게 너 이게 무슨 뜻이야 너는 지난번에 천안문도 잊지 않고 민주주의도 반드시 되찾겠다고 말했잖아 그럼 홍콩 시위를 응원한다고 말했던건 뭐야 위구르인들의 독립에 찬성한다니 환영이야 류샤오보가 그립다고 한국어로 말하는걸 보니 넌 좋은 사람이야 https dongtaiwang com 만약 누명을 쓰기 싫다면 이 사이트에 들어와 봐 동타이왕 티베트인들이 어떻게 공산당에 탄압받았는지 알고싶다 고 한글로 물어보았구나 ,3
GTA5,1,2017-01-26,정말로 갓겜입니다 해보면 압니다 말이 필요없습니다 한번 하기 시작하고 돈 벌기 시작하면 다시는 끊지 못하게 됩니다 ,4
GTA5,1,2016-11-25, 여 게임을 언제 접는다고 생각하나 정가로 산 게임이 할인했을 때 아니 사촌동생이 컴퓨터를 건드렸을때 아냐 스팀 계정정지를 당했을때 아니 gta 무고밴을 당했을때다 ,5
GTA5,1,2015-07-09,재밌당,5
GTA5,1,2021-02-16,돈모으고 돈쓰는재미가 쏠쏠하네요,8
GTA5,0,2018-03-31,이게임 그냥 하지마셈 소비자가 비해봐야되는 좆같은 게임임 핵 처잡을 생각 좆만큼도 없어보임 즐기려고 정가주고 산 사람 병신만드는 게임임같은세션에 핵찔이 있는것도 좆같은데 정지까지 처맥임 노가다도 존나심함 카습 페습 뉴비배척 좆됨,4
GTA5,1,2023-04-10,이게임은 무료로 죽여줍니다,6
GTA5,1,2015-05-02,Q GTX TI 로도 적절한 옵션이 나오는 최적화 때의 DRM떡칠이 없어진것말이 필요없는 게임성그러나 타격감은 아쉽다 ,2
GTA5,1,2016-10-31,본인이 싱글플레이를 즐기는 유저라면싱글플레이 만으로도 돈값은 한다고 생각합니다 각각의 매력넘치는 주인공이 명 차량운전의 조작감이 상당히 좋다 화려한 연출 및 정신나간 스토리출시된지 오래 지나기도 했고세일도 자주 하다보니 한번쯤 즐겨보기 좋은 게임이라고 생각합니다 온라인 핵유저 이슈때문에 평점이 많이 깎여 나갔습니다만 싱글플레이가 참 훌륭한 게임입니다 마음에 안드는점도전과제 깨는게 자기만족 이라지만 도전과제 하나 깨는데 몇시간씩 걸리도록 해놓아서 정말정말 지루합니다 ,3
GTA5,1,2016-11-24, 시간 환희와 기쁨 분노와 짜증이 있었던 추억의 흐름 직설적인 블랙코미디와 함께 미국 사회 안의 냉소와 풍자를 잘 담아낸 스토리 게임 속 캐릭터가 소유한 집안의 TV에서도 볼 것이 무지 많았을 정도로 컨텐츠의 풍요로움 다양한 BGM과 함께 자신의 애창곡을 즐기게 해주었던 자동차 집 라디오 게임 친구들과 함께 웃고 장난으로 화내며 즐겼던 협동 레이싱 대전 멀티 컨텐츠의 훌륭함 모이면 모여서 즐거운 온라인의 혁명 습격 컨텐츠 혼자면 혼자서 스릴있게 즐길 수 있었던 외로운 늑대 임무 컨텐츠 각종 탈것에 대한 조화와 밸런스를 잘 맞추고 조종하는 재미를 캐쥬얼과 디테일 사이에서 기막히게 조율한 게임 비록 진정으로 좋아하는 시뮬레이션도 밀리터리 게임도 아니었지만 제 마음 속 베스트 게임으로 기억될 고마운 작품 그것은 바로 GTA V ,3
GTA5,0,2017-02-20,난 죄가 없습니다 gta를 사고 즐기고 있었는데 어느날 갑자기 영구정지가 되었습니다 무슨일인가 싶어 락스타 고객센터에 문의도 하였고 전화도 하였습니다 그치만 저는 제가 왜 정지를 먹었는지에 대한 사유도하다 못해 사과도 받지 못하였습니다 그들은 그냥 매크로 답변과 이런 문제를 해결해줄수 없다는 것 뿐이였습니다 하다못해 저는 이번이 번째 무고밴입니다 첫번쨰는 어차피 캐릭터를 별로 키우지도 않았고 스토리에만 집중했기 떄문에 넘어 갔습니다 근데 이번에는 온라인에만 집중하기 시작했는데 핵을 쓰지도 않았는데 영구정지를 먹었습니다 락스타는 대체 무슨 생각으로 무고밴을 하고 유저들을 기만 는지는 모르겠지만 저는 매우 억울하고 그건 다른 무고밴을 먹은 사람들도 마찬가지일겁니다 락스타는 제발 무고밴을 풀고 사과좀 했으면 좋겠네요 ,8
GTA5,0,2018-05-14,님들 저 스타터팩이랑 같이해서 세일하길래 샀는데 산지 일만에 정지먹었어요 이거 진짜 갓겜입니다 사세요,9
GTA5,1,2015-04-19,매우 재밌다,13
GTA5,1,2017-02-13,kor충하고 qq짱깨새끼들하고 렙 미만 새끼들 핵으로 조짐,4
GTA5,1,2022-05-01,이게 메타버스지,9
GTA5,0,2018-03-24,어제 구입해서 오늘좀 해봤다 그런데 왜 도대체 한달 정지 입니까 무슨 이유인지좀 알려주시죠 억울해서 죽겠습니다,11
GTA5,1,2018-05-11, 핵판이노,5
GTA5,1,2015-10-28,습격노가다 습격재미없어짐 사고싶은거많음 핵으로돈받기 벤습격 재미없어짐핵으로돈받으면 벤먹음현질하면 병신세션마다 핵이있다 미치겠다 정말로버그막지말고 핵이나막자 ,9
GTA5,1,2020-11-04,gta가 먼저라는건 알지만 세인츠로우가 더 낫다라고 생각된다 배경묘사 ai등은 확실히 장인정신이 느껴지나스토리면에서는 차라리 세인츠로우가 압도적으로 낫다 여러모로 괜찮은 작품 이지만 짜증나는 점은 한가지 있는데 바로 커마리셋 스토리 모드중에 옷을 멋지게 입혀놔도다른애로 전환하거나 특정미션을하면 옷이 이상하게 바뀌는데이게 별거아니면서도 디게 귀찮다 ,6
GTA5,1,2015-06-03, BGM 다섯 번 구입한 인생 게임 http bbs ruliweb daum net gaia do ruliweb default hobby read itemId bbsId G articleId 아직도 안 해보셨어요 ,14
GTA5,1,2017-08-23,무고밴 전 년 월부터 PS 으로 즐겨왔던 이 게임을 다시금 스팀에서 재구입하게 만든 명작 중 명작이라 생각하지만 그러나 무고밴이 확실히 존재하기에 온라인 플레이가 조금은 꺼려지는 부분도 사실이다 무고밴을 당한 억울한 유저들이 너무나 많고 핵을 쓰는 인간들도 그만큼 많긴 하지만 게임성 하나만큼은 정말 최고이긴 하다 무고밴 후 앞서 말했듯 PS 으로 년부터 해오면서 캐릭터 전송이 끝난줄 모르고 구입했다가 환불 생각도 안하고 랩부터 꾸준히 키워오다 년채 안되서 여랩 시간만에 무고밴을 당했다 말로만 듣던 무고밴을 나는 아닐거라고 믿었던 무고밴을 당하니 너무나도 억울하고 허탈하고 어이가 없다 클린하게 플레이 했음에도 무고밴을 당하고보니 핵이라도 써볼걸 싶기도 하다 싱글은 완성도 높은건 아직까지 인정하나 배틀그라운드처럼 핵도 못잡고 무고한 사람들에게 밴 영구 추방 정지 등을 행하는 Rockstar에게 엄청난 실망감을 갖으며 차기작은 생각하지 않게 됐다 ,3
GTA5,1,2015-04-15,그랜드 데프콘 오토바이,6
GTA5,1,2022-04-17,스토리 꿀잼 지미 개 세끼,0
GTA5,1,2016-11-24,그 타 조 아,3
GTA5,1,2015-06-12,지금 까지의 오픈월드 게임중 가장 컨텐츠가 많은 작품인것 같습니다 싱글 완료 후 온라인 세계로 뛰어 든다면 거뜬히 시간이라는 플레이 타임이 넘어가는 경이로운 경험을 할수 있을테니깐요 하지만 온라인 모드에서 핵커라는 일명 악성 프로그램 사용자의 제재가 적어 현재는 유저들이 대거 떠나게 돼는 계기가 되었지만 이 부분만 해소 된다면 오랜시간 플레이어의 동반자가 되어줄 훌륭한 게임이 되리라 생각 합니다 그리고 뭐 현재는 대부분의 게임들이 사후관리를 해주지만 GTA는 조금 더 성실하게 컨텐츠 추가를 해주고 있어서 지루할 틈이 없네요 단 다음 업데이트까지의 시간을 기다릴줄 아는 성숙한 분이라면 말이죠 아쉬운 부분은 미성년자의 무분별한 접속에 따른 온라인 세계의 문화가 저급해 진다는 것 입니다 GTA란 게임이 게임상에서 범죄를 유도하는 방식의 플레이를 요 하는데 아직 정신세계가 확립 되지 못한 꿈나무들이 들어와 옳고 그름의 판단의 세계가 흐려지고 그 결과 공격성만 강화되에 타 유저들의 눈살을 찌푸리게 만드는 결과가 되었지요 뭐 이부분은 단점이 아닌 아쉬운 부분 그남아 정품이라도 이용해주니 좋아해야 하는건지 이고 게임성은 훌륭합니다 플레이를 망설이는 분들은 주저말고 범죄의 세계로 뛰어 드시길 바랍니다 진짜 강력 추천 ,4
GTA5,0,2015-04-15,재밌지만 오류좀 어떻게좀 해주세요 주변 사람이 자꾸 오류걸려서 안된다구 하네요 출시된지 하루지났지만 빨리 오류 해결되길 ,4
GTA5,1,2015-04-29,내가 봤던 게임중 최고 의 자유도,3
GTA5,1,2022-11-17,게임은 좋은데 핵 씨발,5
GTA5,0,2017-06-25,뭐라고 짱개들 핵은 못잡고 무고만 떄리는 락스타라고 히이익 덕분에 일 감사합니다 그타 없이 크으을린한 생활이 가능하게 만들어주셨네여,5
GTA5,0,2019-04-03,게임 자체는 재미있으나 무고벤이 너무 무섭습니다 아직 무고벤 당하지는 않았으나 공개세션에서 게임하기가 참 무섭습니다 무고벤 및 핵쟁이 해결이 안나서 장점을 다 말아먹은 게임 ,3
GTA5,1,2015-06-14,말이 필요없다 그냥 닥치고 사라,4
GTA5,0,2017-02-18,세션에는 매번 짱깨들이 넘치며 핵쟁이로 인해 멀티는 정상플레이가 불가능한경우가 많음 그리고 시리즈를 년넘게 우려먹으면서 는 아직 출시도 안함,4
GTA5,0,2020-05-15,무료 배포 발,5
GTA5,1,2020-01-26,재밌어요 핵만 좀 잡으세요 제발 진짜로,3
GTA5,1,2015-07-07,이게말이 필요한가 ,3
GTA5,1,2018-09-15,갓 갬 인정 ,3
GTA5,0,2019-07-24,아니 씨발 난왜카지노이용이안되는건대 왜안되는지 아시는분 개짱나네 ,6
GTA5,1,2019-09-26,갓겜,5
GTA5,1,2021-09-21, ,5
GTA5,1,2015-04-20,일단 악담부터 늘어놓자면 솔직히 대부분의 시간은 운전하느라 낭비 되기는 한다 와 마찬가지로 대부분의 건물은 들어갈 수 없다 건물 또한 즐길요소 아닌가 싶은데 이후로 한참 지난 지금 이런부분의 발전은 좀 아쉽다 매치메이킹 시스템 구상 자체는 이상적이나 다소 불편하다 일반은 미션 원하는거 골라서 하기도 힘들고 습격도 갈리기 일쑤 게다가 대원 하나 나가면 강제 종료라 한번 갈리면 짜증이 샘솟는다 랭킹과 온라인 머니는 호불호가 좀 갈릴거 같다 게임 자체를 즐기려기보다 랭크올리고 돈 모으기에만 급급한거보면 그 자체로도 즐기는 한 방법이겠으나 못보고 지나치는것들이 더 많은거 같아 아쉽다 이제 장점에 대해 이야기해보자 일단 갓적화라 불리는 최적화에 대해서다 i 이정도면 혼자 즐기기에는 충분하다 렉도 거의 없는 편이고 다만 이정도가 마지노선이니 양해바란다 이정도 사양에 GTA V의 세계를 즐길 수 있다는거 자체가 갓적화가 아닌가싶다 미려한 경관을 보며 드라이브만 해도 LA에 와있는 기분을 느낄 수 있다 실제 살아본 경험으로 말하자면 많은부분이 미국 도시와 비슷하게 구현되어있다 그리고 보다 훨씬많은 형태의 탈것들 무기들 또한 쉴수있는 개인집들까지 의 허름한 아파트에서 벗어나미국 중산층이나 중상위 이상 시민들이 살법한 집들이 준비되어있고 차고까지 따로 준비되어있다 또한 여러가지 게임모드가 준비되어있고 유저간 현상금 사냥도 지원하여 경쟁도 할 수 있다 솔직히 다른건 다 제쳐두고 잡 생각은 다 내려놓은채 로스 산토스의 바닷가를 두어시간 거닐기만 해도 이 게임의 재미를 충분히 느낄 수 있다고 생각한다 GTA V는 완벽한 게임은 아니다 하지만 추천받기엔 충분한 게임이다 ,8
GTA5,1,2017-10-20,재밌는 게임이기는하나 단점도 많은 게임이다 너무많은 핵쟁이와 무고벤 그리고 서버관리도 별로 좋은거같지는 않다 그래도 한번쯤은 해볼만한 게임 사고 후회는 없었다 ,3
GTA5,0,2018-06-24,아니 이제 무고밴은 거의 다해결됬다고 했는데 한달 무고밴을 왜 거는데 그리고 무고밴하고 캐릭터는 또 왜 초기화시키니까 빡치네여러분 세일해도 이 게임 사지맙시다,5
GTA5,1,2022-10-04,앙,6
GTA5,1,2017-10-03,해커들만 잡으면 갓겜임,4
GTA5,1,2023-07-22,아 습격해보면 할 거 많으니까 잘 찾아보고 해봐,6
GTA5,0,2018-09-30,서버관리를 어떻게 하길래 핵쟁이들이며 한국어로 습격들어가면 락스타 오류생기고 일본어로 들어가면 무슨일 있었냐는듯 잘만되고 왜이렇게 만들어 놓은건지 이해가 되지않는다 로딩이 오래 걸리는거 까지는 이해를 했다 하지만 핵쓰는사람도 너무많아서 불편함을 겪고있다 게임가격이 이지만 그만큼의 관리등은 없어보인다 어쩌다 발견하면 그때 수정하고 하는거 같다 ,3
GTA5,0,2021-03-26, 같은 핵게임 ,7
GTA5,1,2021-01-06,그래픽 사펑보다 좋음,10
GTA5,0,2015-04-14,퍼킹 오류 썅,31
GTA5,1,2017-11-05,세수 하는 겜,0
GTA5,1,2023-05-03,플탐이 증명,6
GTA5,1,2020-10-29,과대평가됐지만 잘 만든 게임인 건 사실입니다 ,11
GTA5,1,2015-05-24,말이 필요한가요 그 전설의 GTA 입니다 ,9
GTA5,1,2019-09-14,맛있어요,3
GTA5,1,2018-07-27,무료로 받은 제품 좋았던점은 재밌어요 그리고 싫었던점은 핵이 너무 많고 지금 락스타 오류가 있어서 월달부터 못하고있어요 ,3
GTA5,1,2015-04-16,와 서버상태 진짜 죽여버리고싶네 ,12
GTA5,1,2021-11-13, ,8
GTA5,1,2019-03-08,무료로 받은 제품 gkgkgk,4
GTA5,1,2016-02-09, 년 출시이후 년까지 그사이 변화한 미국 문화는 온라인업데이트로 잘 반영하고 있는것 같다 핵쟁이든 현질유도든 뭐로든 욕먹어도 출시 년후에도 계속해서 참신한 업데이트를 꾸준히 하고있다는것이 GTA게임내 자유도의 질을 더 높여주고 있는거 같다 ,3
GTA5,1,2015-06-12,인텔 쿼드코어 Q 지포스 GT GB램 이사양으로 돌아간다 최적화가 엄청나게 잘 되어있고 GTA시리즈중 최고의 작 이라고 말해도 과언이 아니다 이걸 예약구매 하지 못한것이 한이 남는다 ,9
GTA5,0,2018-12-16,이 게임 개쓰레기임 핵쓰지도 않앗는데 계정자체를 블랙리스트 걸어놓고 락스타 소셜클럽에 문의란 문의 다해봣지만 돌아온 답변은 메크로 뿐임 그지같은회사 GTA 시리즈 두번다시 안산다 님들 블랙걸리면 그계정 포기하셈 것,18
GTA5,0,2018-04-02,씨 발 병신게임,0
GTA5,1,2022-03-14,친구들과 하기 좋은데나처럼 컨트롤 딸리는 사람은 어려운듯그래도 자유도 굿 ,4
GTA5,0,2020-05-07,중국인 차단좀 ,3
GTA5,0,2017-07-20, 일 기준 이상한 차들이나 그런것들을 만들어서 그저 재미없는 요소만 추가하지말고 습격같은걸 추가시켜야만 이게임은 다시 재밌게 될수있을겁니다 일 이 개똥게임은 더이상 하라고 있는게 아님 GTA 나 기다리셈 괜히 사서 다운받고 시간만에 환불하지말고,5
GTA5,0,2019-07-25,카지노 없는 카지노 업데이트,6
GTA5,1,2015-11-28,꿀잼,13
GTA5,1,2023-08-27,버그망겜,4
GTA5,1,2020-05-20,존버할걸 무료라니 ,4
GTA5,0,2018-04-14,핵 없으면 좆 찐따 아싸되는 게임 공식 세션 한번 돌리면 체력 핵은 기본이고 렙이 미니건에 헤비 스나쏘고 있음 게임 업데이트는 돈 없으면 아무것도 못하고 잡으라는 핵은 안잡고 핵 안쓰고 겨우겨우 돈 모아 살아가는 유저들만 조지고 있다 개 씨 발 조옷같은겜,6
GTA5,1,2015-11-17, ,4
GTA5,0,2017-02-21,시작한지 시간 임무 하나 깨니 무고벤 당했습니다 본계정도 무고벤 당해서 새로 샀는데 또 무고벤 먹네요 거지같은 게임,6
GTA5,1,2015-04-15,의외로 놀라운 최적화 때문에 한번 감탄하고그래픽 때문에 한번더 감탄한다정말 기다린 보람이 있는 게임,9
GTA5,0,2018-04-10,몇년동안 해도 안질리는 게임 다만 최근 행보가 개쓰레기 쓴맛 좀 봐야 정신차리나 ,0
GTA5,0,2018-03-24,무고밴 말만들었지 산지 이틀만에 밴당해버리네 당할만한 짓 하나도 안했는데 이게뭐여 거의 랜덤 뽑기 수준으로 밴당함거의 혼자게임하고 습격한번해봤는데 밴당하는게 말이되냐 ,5
GTA5,0,2018-07-07,Buy this game and spend almost on it and get your account suspended wonderful ,8
GTA5,0,2018-10-29,로딩존나김,3
GTA5,1,2017-11-23,최고의 게임,6
GTA5,1,2020-02-03,It is my favorite game forever,6
GTA5,0,2017-12-28, ,6
GTA5,0,2018-03-24,내가 시발 뭐했는데 개새끼들아 힘들게 습격해서 돈벌고 그걸로 차사고 집사고 시설사고 했는데 시발 일정지에다가 캐릭 초기화 시발년들 같은게임 앞으로않한다 같은새끼야내가 핵을쓰기라도했나 버그를 활용하기라도했나 내가 힘들게 돈벌어서 차사고 그게 큰죄냐 락스타 시발것들아 시발 운영 같이하네 시발 니기미 내가 락스타 운영자만나면 죽인다시발것 시발 운영자들 내눈에띠지마라 죽이삔다 시발것아,4
GTA5,1,2019-07-28,매우 재밌지만 는 언제 나오는지요,0
GTA5,0,2017-06-28,모드 핵 쓴적도 없는 시간 유저였는데 무고밴 차로 먹어서 영정 시키더니 병주고 약주는건지 무고밴 다시 풀어주고 다시 하라고 사람 약올리는 모습이 매우 아름답네요 잡으라는 핵쟁이들은 언제나 넘쳐나고 무고한 사람들만 엿되는 게임이니 하지마세요 ,5
GTA5,1,2018-10-06,드넓은 Gta 의 세계 선량한 시민 혹은 범죄자의 꿈을 꾸는 당신 세상속의 자유를 만끽하라 도심 바닷가 산 등등 수많은 장소에서 npc 혹은 플레이어가 당신을 기다린다 ,4
GTA5,0,2019-08-02,핵 너무 많음 개쓰레기 ,5
GTA5,0,2017-12-18,gta 안되는데 무슨 갓겜임 ,1
GTA5,1,2015-04-23,이걸 추천하는데 말이 필요한가 고민할 시간에 빨리 구매버튼 누르세요,6
GTA5,0,2015-06-14,온라인이 세인츠로우 수준,29
GTA5,0,2021-06-15,야 락스타 영정 풀어 씨발련들아,3
GTA5,1,2019-11-08,좋았다,3
GTA5,1,2015-05-01,과연 기대보다 더 뛰어난 GTA 트레버가 정말 이 게임을 살렸다고 해도 과언이 아닙니다 정신나간 싸이코지만 정이 많고 쓰레기짓만 골라서 하는 민폐덩어리 엔딩까지의 플레이타임은 시간인데 빡빡하게 스토리랑 사이드미션만 했으니 온라인이 아닌 GTA 를 제대로 천천히 즐긴다면 플레이 타임은 시간 정도의 볼륨이라고 보여지네요 이제 온라인 시작합니다 점 만점에 점 ,10
GTA5,0,2018-01-11,조금밖에 안했는데 벌써 질림 ,3
GTA5,1,2018-07-22,돈없으면 자살도 못하는 게임,4
GTA5,1,2022-03-20,뉴비의 시점으로 보면 폐사하는 게임이자 나의 최소한의 양심을 지켜주는 게임,7
GTA5,0,2017-12-02,현실에서 슈퍼카 사기도 어려운데 노가다가 많이 필요함 슈퍼카 뽑으려면 온라인만 하면 무슨 탱크를 끌고와서 뉴비학살만 하고 핵쟁이도 많고 관리를 안하냐 적당히 조용하게 게임하고 싶은데 도망가면 플레이어가 끝까지 추격함 추노 보는줄,9
GTA5,0,2019-11-13,로딩 더럽게 기네,6
GTA5,0,2020-05-22,카지노 하려고 샤크카드 만달러짜리 지른 난 뭐냐 씨발,6
GTA5,0,2018-03-24,씨발 오늘 무고벤 당했습니다 오늘부터 GTA 접고 락스타소송걸겠습니다 락스타 걸리라 식칼로죽인다,5
GTA5,1,2017-06-05,총보다 주먹이 더 쌘 갓겜,7
GTA5,1,2018-03-24,밸런스 망겜 디럭소부터 망했어,3
GTA5,0,2018-06-06,제가 무고벤 을 당했습니다 저는 월 일 게임을 플레이 하다가 달간 정지 를 먹었습니다핵도 쓸줄 모르는 저에게 그래서 너무 당황스러워서 달 을 기다리고 일 을 기다리다가게임을 접속했습니다 새로운 마음으로 캐릭터도 새걸로 하다가 잠시 다른 게임하고 GTA온라인 을 켜보니영정을 먹었습니다 저는 너무 어처구니가 없어서 락스타 한테 매우 화가 났어요 락스타 한테 말을 걸어보고 싶지만 싶지 않았어요 이대로 저는 돈만 날리게되었죠 저는 이게임을 추천 하지 않습니다 여러분 GTA 온라인 사지 마세요 그냥 다른게임 하세요,5
GTA5,0,2016-09-09,핵 진짜 너무 심각한데요 명 이상 있는 세션에는 무조건 한 명 이상 핵쟁이 있습니다 정말 좋은 게임 핵쟁이가 다 망치는거 보니 마음이 아프네요,5
GTA5,0,2018-12-13,갓겜 이었던것,5
GTA5,0,2019-07-23,모든 게임이 다 그렇듯이 한국인이 제일 병신임,6
GTA5,0,2018-07-24,이 망할 게임을 절대 구매하지 마세요핵이 정말 많으며 무고한 밴도 많이 있습니다 저는 억울한 희생자입니다 이 게임의 관리자는 제대로 일하지 않습니다제발 사지 마세요,4
GTA5,1,2015-06-11,말이필요없다 ,4
GTA5,0,2017-12-10, 시간 하고 정지먹었다 치트는 물론 쓴적도 없다 순수히 겜하는것도 문제냐 ,49
GTA5,0,2017-06-29,싱글만 만들어라 씨발,4
GTA5,1,2015-11-11,말이 필요없죠 이게임은 진짜 우주명작 ,3
GTA5,0,2019-07-23,업데이트는 크게 크게 하는 것 같지만 정작 실속있는 컨텐츠는 x도 없음 심의야 이게 GTA 잘못이 무조건은 아니지만 진작에 심의를 미리 받았으면 좋지 않았을까 심의 걸려서 정작 컨텐츠가 사라지는게 있으면 가뜩이나 매번 컨텐츠 추가되도 별 것도 없는데 더 즐길 게 없을까봐 걱정이다 그냥 이런 쓸데 없는 컨텐츠 추가하지 말고 습격이나 엄청 엄청 많이 내줬으면 좋겠다 솔직히 추가되는 컨텐츠들 죄다 비슷비슷한 정도가 너무 심하고 우려먹기에 노잼 컨텐츠가 너무많다 그나마 차량이나 돈 열심히 모아서 구매하는게 그나마 낙인데 이번 카지노 차량은 별로였고 다른 사람은 좋게 느낄 수도 있고 진짜 GTA는 싱글은 최고라고 해도 될 정도지만 온라인은 최고라고 할 수 없다 절대로 온라인만큼은 토 나올정도로 최악이다 ,3
GTA5,1,2022-04-05,gta라서 카지노로 돈 쉽게 벌고 퀘스트 걍하면 억만장자돼서현실과 다른 삶을 살아보려고 시작했는데현실만큼 돈벌기가 어려 워서 접음 사람 죽이는건 겨우 달러 나옴그럼 몇명을 죽여야 펜트하우스를 살수있을까요 그나마 힘들게 미션 깨서 만달러 정도 벌었는데 내가 원하는 펜트하우스는 못사 펜트하우스는 만달러거든요한국사람은 게임안에서도 카지노 못하게 만들어놓은게 레전드,19
GTA5,1,2020-10-18,와 월 일까지 세일하는 갓겜 GTA 입니다 년부터 지금까지 우려먹고있죠 물론 게임은 정말 재밌습니다 멀티플레이도 지원해요 여러분을 도와줄 친구요 글쌔요,12
GTA5,1,2017-05-28,후회 없어요,9
GTA5,1,2018-04-06,내가 한게아니여 ,7
GTA5,0,2022-05-31,버그 망겜 ,8
GTA5,1,2019-07-06,GOOD GAME I LIKE IT,3
GTA5,1,2020-09-10,good,4
GTA5,1,2021-07-04,GTA ,4
GTA5,1,2019-12-07,돈만 있으면 다 할 수 있음 ,4
GTA5,0,2020-05-14, 온라인 무고밴으로 비추로 수정합니다 싱글만 하신다면 추천 핵 글리치 모드 다 사용한 적 없고 메갈로돈 카드 열개 이상 질렀으며 지인하고만 게임했습니다 그런데 갑자기 밴당하고 문의하니 매크로 답변으로 이유도 안알랴쥼 상태 락스타 이 시벌럼들 GTA 게임 장르 하렘물 x 할렘물 o게임 장르 구분에 대해 좋은 비교가 돌아서 퍼옴 하렘물 오니짱 일어나라구 할렘물 요 브로 웨이컵 하렘물 좋은 거래야 할렘물 쓰으읍 커어어어 재키 유갓어 리얼 딜 맨 하렘물 츤데레 히로인이 츤츤대며 밤새 싼 도시락을 줌할렘물 옆집 재키가 츤츤대며 밤새 총질해서 입수한 코캐인을 줌하렘물 딱히 너때매 만든거 아니니까 할렘물 딱히 너때매 구해온건 아냐 사업을 위해서지 하렘물 에미쨩이 성욕에 불탐 할렘물 에미넴이 썅욕에 불탐 하렘물을 검색하려다 실수로 들어왔다면 지금이라도 돌아가시오 에로스에 물든 선량한 자여 이곳은 짜장국과 불곰국의 불량배들의 꿈 핵 이 가득한 로스 썅토스 나약한 자는 살아남을 수 없다 ,0
GTA5,0,2021-08-16,한마디로 요약하자면 사이버펑크 특유의 융통성 없는 모션에 졸라 둔한 캐릭터 몇번 놀아주니깐 내가 지 친구인줄 알고 전화질 존나 하는 개찐따 레스터에전화를 시발 바로 끊지도 못하게 만들어둔 좆글리시 데이브부모님의 생사 여부가 궁금한 LSPD갱단 십년들무식한 데이터 처리와 병신같은 로딩속도사람 좆빡치게 만드는 습격버그들에 툭하면 꼬라박는 인승밸럼비싼 돈주고 샀더니 버그때매 쓰지도 못하는 가이드 미사일앞에 아무도 없는데 걸렸다고 지랄하는 페습 버그에 특정한 위치에서 물건을 만지지 않으면 뒤지는 병에 걸린좆병신 같은 캐릭터떄매 하면할수록 화만 늘어감 차대전 뺨 존나 후리는 공세전쟁터는 분노 스택증가에 큰 도움을 줌핵은 덤,0
GTA5,1,2017-09-30,갓,7
GTA5,1,2018-03-01,핵 없으면 살기 좋은 세상,5
GTA5,0,2016-09-20,이게임 숨은쉬냐 아직도 핵찔이들이 판칠거같다,3
GTA5,1,2015-04-15,이 게임을 하고 실제로 은행을 털까봐 지레 겁을 먹은 은행의 소리 없는 아우성은 아니었을까 서프라이즈 톤으로 ,33
GTA5,1,2016-03-17,뭔 말이 필요할까 클래식은 안해보고 온라인만 해봤지만 역시나 졸잼 꿀잼 허니잼이다 정가로 사도 솔직히 정가값은 한다 원 원이 쩐다 온라인을 할 때 명이서 스카이프를 키고 해라 데스매치를 하던 돈을 벌던 뭘 하든 재미지고 뭘하든 웃기다 강추한다 온라인이 정말 재미지다,5
GTA5,1,2017-11-25,처음샀을땐 신나서 하다가 점점 질려지자 돈이면 다되는걸 알고 어두운 경로로 돈뽑는게임 ,4
GTA5,1,2016-07-03,사랑스러운 우리 락스타 친구드라 개 뭣같은 런처 업데이트 버그 안고칠꺼면 없애라 부레놈들 ,6
GTA5,0,2018-06-26,싱글 갓겜온라인 운영 ,4
GTA5,1,2019-01-03,왁굳형과 할 수 있는 게임중 최고의 게임 하루라도 빨리 관에서 벗어나길 ,12
GTA5,1,2015-04-18,전설,33
GTA5,0,2017-07-06,무료로 받은 제품 아무 이유없이 영구정지를 먹었네요 핵도 안쓰고 그저 온라인에서 놀고있었는데 어느날 갑자기 영구정지를 먹었네요 억울하다 ,18
GTA5,1,2020-11-29,이 게임은 당신이 생각하는 모든 나쁜짓을 모두 할수 있습니다 예를들어 짜증나는 회사건물 창문을 향해 알라봉을 쏜다던지 은행을 턴다던지 당신 자동차에 딱지를 끊는 경찰관을 순직 시킨다던지 말이죠아 물론 착한일도 할수 있어요 하지만 안할꺼잖아요 ,12
